Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
6/10/12,Dartmoor,7.1,12.4,0,2,0.2,SE,24,NNW,SE,2,17,99,84,1029.6,1027,,,8,11.3,No,0.2,No
6/11/12,Dartmoor,-0.7,14.2,0.2,0.4,9.1,NE,20,,ENE,0,13,100,64,1026.3,1021.8,,,1.2,13.2,No,0,No
6/12/12,Dartmoor,1.1,14,0,1,3.4,NNE,43,NNE,NNE,15,15,87,73,1019.5,1016.4,,,8.2,12.8,No,0,No
6/13/12,Dartmoor,8,14.6,0,2.2,1.9,NE,44,N,NNE,17,13,70,82,1016.1,1012.8,,,11.2,11.9,No,8.2,Yes
6/14/12,Dartmoor,8.8,14.5,8.2,2.2,3.1,N,56,NNE,NNW,26,17,89,76,1005.5,1004.8,,,10.2,13.5,Yes,2.4,Yes
6/15/12,Dartmoor,7,14,2.4,1,4.3,NNW,41,N,NNW,15,22,99,78,1009.6,1008.7,,,8,13,Yes,4,Yes
6/16/12,Dartmoor,8,14.4,4,2.2,3.3,NNW,37,NNW,NW,15,19,100,94,1011.4,1010.6,,,9.9,13,Yes,9,Yes
6/17/12,Dartmoor,8.5,14.5,9,1.4,7.6,SW,37,NW,WSW,11,11,100,96,1020.2,1021.4,,,9.6,12.9,Yes,2,Yes
6/18/12,Dartmoor,7.8,15.8,2,0.6,4.1,WNW,33,NNW,WNW,9,19,100,93,1023.1,1020.2,,,9.8,14.9,Yes,4,Yes
6/19/12,Dartmoor,1.6,12.5,4,1,8.4,NE,28,,N,0,9,100,69,1026.1,1023,,,3.9,11.9,Yes,0,No
6/20/12,Dartmoor,3.8,13.7,0,3.2,1,N,50,N,N,26,22,77,67,1011.3,1005.4,,,9.8,13.5,No,5.2,Yes
6/21/12,Dartmoor,8.5,10.6,5.2,0.4,0,NNW,24,,N,0,7,100,100,1005.4,1000.9,,,8.6,10.3,Yes,23.6,Yes
6/22/12,Dartmoor,6.4,11.7,23.6,1.2,5.8,SSW,43,S,SSW,9,17,99,68,1009.9,1014.5,,,7.6,10.5,Yes,0.6,No
6/23/12,Dartmoor,4.5,13.6,0.6,1,6.8,W,35,NNW,WNW,11,22,99,90,1022.2,1022.3,,,6.5,11.9,No,2,Yes
6/24/12,Dartmoor,6.5,14.8,2,1.2,6.1,NW,33,NW,WNW,11,19,100,81,1028.3,1027.9,,,9.7,14.4,Yes,1.6,Yes
6/25/12,Dartmoor,8.6,14.5,1.6,1.4,4.4,W,37,,S,0,17,100,93,1029.7,1029.6,,,9,12.5,Yes,0.8,No
6/26/12,Dartmoor,4.4,12.1,0.8,0.8,3.3,SE,11,,SE,0,7,100,68,1033.8,1031.7,,,5.9,10.7,No,0,No
6/27/12,Dartmoor,1.8,11.5,0,1.8,9,NE,19,ENE,E,4,2,100,62,1030.9,1025.9,,,3.9,11.2,No,0,No
6/28/12,Dartmoor,1.1,11.7,0,1,2.3,NNE,41,N,N,17,20,80,73,1017.7,1010.8,,,5.8,11.1,No,11.4,Yes
6/29/12,Dartmoor,5.7,12.9,11.4,2,4.3,NNW,46,NNW,NW,13,20,99,89,1002.9,1001,,,8.5,10.1,Yes,11.6,Yes
6/30/12,Dartmoor,6.6,10.3,11.6,2.4,3.5,WSW,37,N,W,15,11,100,97,1008.2,1009.2,,,6.8,9.4,Yes,35,Yes
7/1/12,Dartmoor,6.7,12.2,35,1.4,5.5,SSW,48,SSW,SSW,20,22,99,83,1016.4,1018.1,,,9,10.7,Yes,1.8,Yes
7/2/12,Dartmoor,5.9,12.9,1.8,0.6,3,SSW,28,NNW,W,4,9,99,88,1025,1024.6,,,8.1,11.3,Yes,2.6,Yes
7/3/12,Dartmoor,6.8,13.8,2.6,0.6,6.1,SW,20,,SW,0,11,100,77,1026.6,1025.5,,,7.1,13.4,Yes,0,No
7/4/12,Dartmoor,5.1,13.5,0,0.8,6.6,E,17,,S,0,7,100,72,1032,1032.1,,,7.4,11.8,No,0.2,No
7/5/12,Dartmoor,1,13.9,0.2,1.4,7.5,S,15,,,0,0,100,76,1037.2,1035.6,,,3.8,12.3,No,0,No
7/6/12,Dartmoor,-0.8,13.2,0,0.2,5.9,NNE,17,,N,0,4,100,79,1036.3,1032.8,,,1,11.2,No,0,No
7/7/12,Dartmoor,-2.7,13.8,0,0.6,8.7,N,35,,N,0,19,100,58,1031,1027.8,,,-0.3,13.3,No,0.2,No
7/8/12,Dartmoor,-0.3,14.4,0.2,1.4,5.4,NNE,28,N,N,9,9,73,66,1026.2,1022.5,,,7,13.1,No,0,No
7/9/12,Dartmoor,7,14.3,0,2.4,1.1,NE,28,NNE,NNE,15,13,78,82,1022,1018.5,,,10.7,14.1,No,4.6,Yes
7/10/12,Dartmoor,8.2,12.2,4.6,0.4,0.6,NNW,20,ESE,N,6,6,100,100,1014.1,1009.2,,,9.2,11.7,Yes,2.8,Yes
7/11/12,Dartmoor,9.2,14.1,2.8,0.6,4.1,NW,26,NNW,NNW,11,15,100,82,1013.2,1011.4,,,9.8,12.9,Yes,0,No
7/12/12,Dartmoor,9.4,14,0,0.6,2.1,N,39,N,NNE,19,9,91,79,1009.1,1006.7,,,11.1,13.3,No,0.2,No
7/13/12,Dartmoor,4.3,15.7,0.2,0.8,0,N,24,,N,0,7,100,83,1009,1006.5,,,5.3,13.2,No,7,Yes
7/14/12,Dartmoor,5,10.4,7,0.4,0.9,W,52,WSW,WSW,19,17,100,99,1004.6,1008.7,,,9.9,9.3,Yes,17.8,Yes
7/15/12,Dartmoor,6,15,17.8,1.6,2.9,NNW,56,N,WNW,20,26,99,92,1015.1,1014.8,,,8.7,13.4,Yes,2.8,Yes
7/16/12,Dartmoor,8.8,15.9,2.8,0.4,3.8,NNW,41,NNW,NNW,11,19,100,88,1023.1,1020.6,,,11.7,15.6,Yes,0.6,No
7/17/12,Dartmoor,7.2,15.8,0.6,1.6,6,NNW,52,N,NNW,19,28,86,63,1017.6,1013.9,,,8.7,15,No,4.8,Yes
7/18/12,Dartmoor,4.8,12.9,4.8,2.2,7.3,WSW,31,NNW,W,11,11,99,82,1018.1,1018.1,,,6.2,11.9,Yes,2,Yes
7/19/12,Dartmoor,4.3,14.2,2,1,7.3,NW,44,N,NW,11,26,99,83,1021.6,1020.2,,,7.2,13.6,Yes,1,No
7/20/12,Dartmoor,7.1,14.8,1,0.4,5.6,NNW,20,,S,0,11,100,92,1027.8,1028,,,9.2,13.4,No,0.6,No
7/21/12,Dartmoor,5.7,14.9,0.6,0.6,4.3,SW,20,NNW,SW,7,13,100,99,1033.2,1032.4,,,8.7,13.6,No,2.8,Yes
7/22/12,Dartmoor,7.1,15.7,2.8,0.8,1.7,SW,19,N,W,7,7,100,91,1033.5,1031.2,,,10.4,13.9,Yes,0.2,No
7/23/12,Dartmoor,7,14.1,0.2,2,0.3,NNE,19,,NNE,0,9,100,74,1030.3,1026.8,,,9,13.5,No,0,No
7/24/12,Dartmoor,4.9,14.9,0,0.4,2.2,N,30,,NNE,0,7,99,73,1024.4,1020.1,,,5.7,13.9,No,0,No
7/25/12,Dartmoor,5.7,15.8,0,1.2,4,NNE,44,NNE,N,17,20,77,63,1011.9,1007.3,,,10.3,14.8,No,6,Yes
7/26/12,Dartmoor,7.7,14.4,6,1.8,8,NE,35,WNW,SSW,9,20,100,81,1004.8,1006.3,,,8.7,13.3,Yes,3.8,Yes
7/27/12,Dartmoor,8.2,11.8,3.8,1.6,1.6,SSW,39,SW,SW,11,11,95,80,1016.8,1017.6,,,10.2,10.8,Yes,5.4,Yes
7/28/12,Dartmoor,7.2,14.1,5.4,0.8,5.4,SW,39,NW,SW,9,19,100,97,1021.9,1022.7,,,9.7,11.8,Yes,3.2,Yes
7/29/12,Dartmoor,5.1,12.8,3.2,1.8,6.1,SSW,35,W,SSW,2,20,100,74,1029.8,1029.8,,,7.1,11.9,Yes,0.6,No
7/30/12,Dartmoor,5.3,13.3,0.6,0.8,6.6,S,31,SSW,S,6,9,100,78,1034.2,1032.6,,,7.9,11.7,No,0.2,No
7/31/12,Dartmoor,3.5,13.1,0.2,0.8,1.3,ESE,20,,S,0,11,100,75,1032.3,1029.3,,,6.9,11.9,No,0,No
8/1/12,Dartmoor,-0.8,14.4,0,0.4,8.4,ENE,17,,E,0,6,100,75,1028,1022.9,,,2.7,13.4,No,0,No
8/2/12,Dartmoor,2.6,12,0,1.2,0.5,N,30,N,N,15,9,81,70,1018.2,1014.2,,,8.1,11.5,No,0.8,No
8/3/12,Dartmoor,3.5,14.4,0.8,0.6,7,NW,43,N,NNW,6,22,100,76,1015.1,1012.6,,,5.7,13.6,No,3.8,Yes
8/4/12,Dartmoor,5,13.6,3.8,3,5.7,N,35,NNW,NNW,7,22,100,69,1015.7,1012.7,,,7.2,12.2,Yes,3.2,Yes
8/5/12,Dartmoor,7.2,13,3.2,0,5.8,W,69,NNW,W,20,26,94,86,1006.9,1008.4,,,10.3,10.1,Yes,5,Yes
8/6/12,Dartmoor,4.3,12.6,5,2,4.9,WSW,33,WNW,WSW,7,11,99,81,1020,1021.1,,,6.9,11,Yes,0.2,No
8/7/12,Dartmoor,4.9,15.8,0.2,1,7.9,N,48,N,NNW,17,26,92,62,1020.3,1015.9,,,7.3,15.2,No,1.6,Yes
8/8/12,Dartmoor,7.3,16.1,1.6,4,7.4,NNW,48,NNW,WNW,13,24,99,67,1012.4,1011.8,,,10.8,13.9,Yes,2.4,Yes
8/9/12,Dartmoor,7.1,12.9,2.4,2.2,8.1,SSW,63,SW,SW,26,24,85,78,1022.1,1024.2,,,9.1,12.1,Yes,4.2,Yes
8/10/12,Dartmoor,8.2,13.7,4.2,1.8,2.4,SSW,35,,SSW,0,22,99,69,1030.7,1030.7,,,9,12.4,Yes,1.6,Yes
8/11/12,Dartmoor,3,14.3,1.6,1.2,3,SSW,31,WSW,S,2,19,100,77,1033.5,1032.1,,,8.7,12.7,Yes,0.6,No
8/12/12,Dartmoor,6.2,15.1,0.6,1.6,7.4,ESE,24,,ESE,0,9,100,63,1031.7,1028.4,,,8.4,14.3,No,0.2,No
8/13/12,Dartmoor,0,14.2,0.2,1.2,3.8,N,41,N,N,13,17,99,72,1023.7,1018.7,,,7.8,13.4,No,2.6,Yes
8/14/12,Dartmoor,7.7,13.9,2.6,2.6,7.4,WSW,37,NW,WSW,13,11,99,76,1014.5,1015.6,,,10.1,13.4,Yes,0.6,No
8/15/12,Dartmoor,6.4,13.7,0.6,2.2,6.2,W,43,N,W,20,26,96,64,1012.2,1012,,,9.5,12.6,No,5,Yes
8/16/12,Dartmoor,5.7,13.2,5,1.8,1.9,N,46,N,NNW,19,11,100,97,1008.9,1002.2,,,8.4,9.7,Yes,22,Yes
8/17/12,Dartmoor,6.5,11.3,22,2.6,5,SSW,76,SSW,SSW,33,39,99,90,998.7,1005.7,,,8.8,10.1,Yes,8.6,Yes
8/18/12,Dartmoor,5.4,12.7,8.6,2.6,2.9,SSW,43,SW,S,2,15,82,73,1019.3,1020,,,8.5,12.4,Yes,1,No
8/19/12,Dartmoor,7.2,13,1,0.6,0.6,WSW,28,NNW,WSW,9,17,100,87,1024.1,1021.7,,,8.2,12.3,No,1,No
8/20/12,Dartmoor,6.8,14.8,1,1,5.3,N,39,N,NNE,11,19,100,71,1019.4,1015,,,8.9,14.4,No,0.6,No
8/21/12,Dartmoor,8,12.4,0.6,2.8,2.7,,,NNE,N,26,13,87,90,1008.6,1006.9,,,8,10.9,No,5,Yes
8/22/12,Dartmoor,5.2,17.8,5,0.8,6.3,N,31,NNE,N,7,17,92,59,1004.2,997.1,,,7.5,17.2,Yes,2,Yes
8/23/12,Dartmoor,7.5,10.7,2,2.4,1.4,NW,43,N,NW,17,15,91,96,997.2,997.9,,,10.4,8.8,Yes,11.6,Yes
8/24/12,Dartmoor,5.6,12.4,11.6,1.4,9.2,W,57,WNW,WSW,22,20,92,83,1006.8,1009.7,,,8.4,10.5,Yes,1.6,Yes
8/25/12,Dartmoor,5.7,14.9,1.6,2.6,6.8,NW,56,NNW,WNW,15,20,99,99,1016.7,1014.5,,,8.5,12,Yes,1.8,Yes
8/26/12,Dartmoor,8.5,12.5,1.8,1.8,1.7,W,30,WNW,W,9,13,77,68,1021.9,1021.7,,,9.7,11.8,Yes,0,No
8/27/12,Dartmoor,7.3,13.7,0,2.6,2,NW,46,N,NNW,15,19,83,70,1021.2,1017.8,,,8.1,13.2,No,0,No
8/28/12,Dartmoor,7.9,18.8,0,2.2,4.5,N,52,NNE,N,19,17,67,50,1015.9,1010.5,,,10.8,17.9,No,0.2,No
8/29/12,Dartmoor,8.3,14.7,0.2,2,6.4,WNW,54,NNW,NNW,11,15,84,97,1005.9,1002.8,,,11.3,12.9,No,15.2,Yes
8/30/12,Dartmoor,4.9,12,15.2,3,7.1,W,61,WSW,WSW,24,30,92,68,1012.8,1016.9,,,7.7,11.8,Yes,3,Yes
8/31/12,Dartmoor,6.3,13.1,3,1.4,7.2,SSW,46,SW,SSW,22,22,96,97,1022.2,1023.3,,,11.2,10.9,Yes,2.2,Yes
9/1/12,Dartmoor,6.7,12.8,2.2,1.6,0.1,N,19,N,N,9,11,100,77,1026.9,1024,,,9.5,12.4,Yes,0,No
9/2/12,Dartmoor,4,18.7,0,1,9.2,NNW,43,NNE,NW,17,26,79,55,1020.2,1017.8,,,10.8,18.4,No,0.2,No
9/3/12,Dartmoor,4.6,19.5,0.2,3.4,2.8,NNW,31,NNE,WSW,2,6,100,69,1020.9,1017.1,,,10.5,18.9,No,0,No
9/4/12,Dartmoor,4.4,23.6,0,2.4,5.9,NNE,57,NNE,NNE,9,17,68,37,1014.7,1009,,,14,22.1,No,0.4,No
9/5/12,Dartmoor,12.3,14.4,0.4,7,1.9,NW,91,NW,NNW,28,31,89,76,997.1,992.5,,,12.3,13.4,No,10.4,Yes
9/6/12,Dartmoor,9.7,16.1,10.4,3.2,2.9,WNW,61,NW,NNW,17,28,87,91,1002.3,998.2,,,11.9,13.1,Yes,11,Yes
9/7/12,Dartmoor,7.1,13.4,11,3,7.5,W,63,WNW,W,17,37,87,69,1006.9,1010.4,,,9.8,12.2,Yes,1.8,Yes
9/8/12,Dartmoor,8.9,13,1.8,2.4,0.8,W,50,WSW,W,26,20,99,81,1020.1,1020.9,,,10.3,11.4,Yes,0.6,No
9/9/12,Dartmoor,6.9,16.9,0.6,2.6,9,SW,33,NW,NW,7,15,79,67,1027.2,1024.3,,,11.8,16.4,No,0,No
9/10/12,Dartmoor,4,16.5,0,3.2,5.8,SSW,20,NNW,W,6,4,100,68,1024.3,1021.5,,,8.1,15.9,No,0,No
9/11/12,Dartmoor,2.6,20.1,0,0.6,10.3,NE,24,NE,NNE,6,9,99,42,1023.7,1019.3,,,10.1,19.6,No,0,No
9/12/12,Dartmoor,7.3,18.6,0,4,2.3,NW,48,N,W,24,15,46,87,1011.8,1011.4,,,15.1,14.5,No,4,Yes
9/13/12,Dartmoor,4.4,13.8,4,1.6,9.7,WSW,41,WSW,SW,11,22,91,60,1017.4,1018.2,,,8.2,12.8,Yes,0.8,No
9/14/12,Dartmoor,7.3,14.2,0.8,2,2,WSW,39,WNW,W,13,20,100,78,1020.9,1021.4,,,10.5,13.3,No,1,No
9/15/12,Dartmoor,8.3,14.9,1,3,0.5,NNW,19,NNE,NW,6,13,93,75,1026.4,1023.7,,,10.9,13.9,No,0.4,No
9/16/12,Dartmoor,8.8,15.1,0.4,0.8,1,WSW,37,NW,WSW,13,15,100,78,1021.1,1019.5,,,11.6,13.9,No,1,No
9/17/12,Dartmoor,3.7,15.5,1,2.6,1.4,ESE,20,SW,S,9,6,100,82,1020.7,1018,,,11.2,13.3,No,0,No
9/18/12,Dartmoor,5,15.7,0,0.4,10.4,SSW,31,SSW,SSW,7,20,99,76,1016.7,1015.3,,,11.8,13.9,No,0,No
9/19/12,Dartmoor,1.4,17.8,0,2.6,5.5,NNW,20,,NNE,0,9,100,58,1017.5,1013.6,,,8.5,16.6,No,0,No
9/20/12,Dartmoor,8.5,21.9,0,1.8,8.4,NNE,44,ENE,NW,15,20,72,58,1009.2,1003.4,,,15.4,20.8,No,0.8,No
9/21/12,Dartmoor,11.7,16.9,0.8,3.6,8.8,W,43,WSW,WSW,15,15,92,71,1016.7,1018.7,,,12.7,16,No,0,No
9/22/12,Dartmoor,3.4,20.7,0,3.6,10.1,NE,41,NE,NNE,9,24,99,53,1017.4,1010,,,12.9,20,No,0.2,No
9/23/12,Dartmoor,7.7,14.5,0.2,5.2,9,W,52,WNW,WNW,28,28,72,70,1008.6,1008.4,,,12,13.5,No,2.2,Yes
9/24/12,Dartmoor,4.5,12.6,2.2,2.6,5.6,W,44,WSW,SW,17,20,84,66,1018.7,1019.3,,,8.6,11.3,Yes,0.2,No
9/25/12,Dartmoor,3.3,17.5,0.2,2,10.4,N,31,NNE,NW,7,11,80,55,1022.3,1017.2,,,9.7,16.5,No,0,No
9/26/12,Dartmoor,8.9,23.3,0,4,7.5,N,59,NNE,N,22,33,53,31,1011.6,1005.8,,,14.9,22.9,No,0,No
9/27/12,Dartmoor,8.5,22.4,0,6,10.1,NW,39,NNW,NW,11,22,72,35,1005.9,1002.8,,,15.4,21.9,No,2.8,Yes
9/28/12,Dartmoor,8.3,15.6,2.8,3.4,6.5,NW,72,NW,WNW,22,37,92,66,996.7,995.2,,,12.9,13.5,Yes,5.8,Yes
9/29/12,Dartmoor,2.6,12,5.8,4.6,8.8,WSW,69,W,W,26,26,75,84,1010.3,1014,,,9,8.3,Yes,5.8,Yes
9/30/12,Dartmoor,5,14.7,5.8,6.6,7,SW,41,SW,SW,9,13,84,85,1023.4,1025.2,,,10.8,13.2,Yes,0.8,No
10/1/12,Dartmoor,7.5,16.8,0.8,1.4,6.4,SSW,30,W,SW,11,13,91,71,1032.2,1032.2,,,12.5,14.9,No,0.2,No
10/2/12,Dartmoor,9,19.5,0.2,2,9.5,WNW,26,N,WNW,4,15,85,60,1033.5,1029,,,13.2,18.9,No,0,No
10/3/12,Dartmoor,3.1,24.1,0,3.4,10.9,NNW,41,N,NNW,17,20,83,47,1024.5,1019.5,,,14.8,24.1,No,0,No
10/4/12,Dartmoor,11,23.6,0,6.8,9.9,WNW,46,NNW,WNW,24,26,49,71,1011.8,1012.1,,,18.8,18.8,No,0,No
10/5/12,Dartmoor,6.7,16.3,0,,9.8,SW,28,SSW,SSW,9,15,82,60,1019.4,1019.5,,,13.3,14.7,No,6.2,Yes
10/6/12,Dartmoor,6.8,14.2,6.2,15.6,5.4,SW,33,SSE,SSW,7,19,99,71,1019.3,1018.9,,,8.8,14.1,Yes,2.8,Yes
10/7/12,Dartmoor,2.4,14.3,2.8,2.4,1.7,SW,30,N,WSW,2,17,100,71,1022.3,1021,,,8.6,13.6,Yes,0.2,No
10/8/12,Dartmoor,5.8,15.2,0.2,1.2,6.2,W,30,,W,0,9,100,70,1018.2,1016,,,8.9,13.6,No,0.4,No
10/9/12,Dartmoor,1.7,14.4,0.4,3.2,2.8,W,35,N,WNW,4,13,100,99,1016.1,1013.7,,,6.2,11.5,No,3.2,Yes
10/10/12,Dartmoor,2.4,12.7,3.2,0.4,2.3,SW,57,,NNW,0,9,100,99,1012.9,1010.4,,,6.3,8.5,Yes,16.6,Yes
10/11/12,Dartmoor,1,14.7,16.6,1.8,10.1,S,57,S,S,17,37,77,71,1015.2,1016,,,9.2,13.1,Yes,2.8,Yes
10/12/12,Dartmoor,6.1,12.6,2.8,2.2,2.4,WSW,35,SW,W,11,15,77,78,1024.4,1023.7,,,9.9,12.5,Yes,2.6,Yes
10/13/12,Dartmoor,9,14.6,2.6,2.6,6.3,SW,31,WNW,WSW,9,19,100,77,1024.4,1023.8,,,10.8,13.5,Yes,0,No
10/14/12,Dartmoor,1.5,23.6,0,2.2,10.8,NW,31,NNE,NNW,7,17,100,52,1023.8,1019.9,,,9.6,22.6,No,0,No
10/15/12,Dartmoor,9.4,21.7,0,6.8,8.6,NW,44,NW,NW,24,31,46,57,1013.9,1014.8,,,18.4,20.2,No,0,No
10/16/12,Dartmoor,9.4,18.3,0,5.4,7.1,WSW,61,NNW,W,19,31,100,97,1012.5,1012.4,,,12.5,10.9,No,1,No
10/17/12,Dartmoor,5.7,16.6,1,1.6,11.6,SSW,30,NW,SW,11,17,86,63,1022,1021.4,,,10.8,15.8,No,0,No
10/18/12,Dartmoor,4,21,0,3.8,7.1,NNE,22,E,N,6,11,99,58,1019.5,1016.7,,,10.1,20,No,0,No
10/19/12,Dartmoor,8.9,22.4,0,1.4,9.8,SSW,30,WNW,SSW,2,20,74,75,1011.7,1011.6,,,14.7,18.9,No,0,No
10/20/12,Dartmoor,8,18.8,0,4.2,5.1,WNW,35,NW,WNW,9,19,90,78,1015.9,1015.6,,,13.2,17.1,No,0.8,No
10/21/12,Dartmoor,4.5,15.8,0.8,4.2,9.9,WSW,50,WNW,WSW,11,26,92,63,1019.4,1019.8,,,10.7,15,No,0,No
10/22/12,Dartmoor,4.8,18.9,0,4,11,E,33,,ENE,0,15,76,47,1025,1023.5,,,11.1,17.8,No,0,No
10/23/12,Dartmoor,8.2,23.4,0,7,4,NNE,50,NNE,NNE,28,20,44,30,1019.5,1016.6,,,15.6,22.4,No,0,No
10/24/12,Dartmoor,15.3,21.4,0,6.8,0.2,NNE,33,N,NNE,20,7,31,56,1014.2,1011.3,,,17.6,18.7,No,1.6,Yes
10/25/12,Dartmoor,10.6,14.4,1.6,0.6,1.9,SSW,50,SW,SW,26,22,100,75,1011.3,1016.4,,,12.3,13.3,Yes,0.6,No
10/26/12,Dartmoor,5.9,15.8,0.6,2.2,11.1,SW,52,WNW,SW,9,26,97,80,1015.6,1015.6,,,10.1,14.2,No,2,Yes
10/27/12,Dartmoor,8.1,15.7,2,3.6,7.8,SW,28,,SW,0,15,73,68,1022.9,1024.5,,,11.4,13.7,Yes,0,No
10/28/12,Dartmoor,3.8,18.2,0,3.4,12.3,S,28,,SSW,0,13,86,59,1026.1,1023.5,,,10,17.5,No,0,No
10/29/12,Dartmoor,3.8,27,0,4,12.3,NW,35,,NNW,0,15,88,33,1019.9,1015.7,,,11.9,24.1,No,0,No
10/30/12,Dartmoor,6.1,32.2,0,6.6,8.3,NW,48,N,NNW,6,28,69,18,1012.9,1010.3,,,17.7,31.4,No,0,No
10/31/12,Dartmoor,9.8,21.8,0,10,0.7,WNW,48,,,0,0,72,84,1009.7,1010.8,,,17,17.9,No,3.6,Yes
11/1/12,Dartmoor,9.3,13.9,3.6,1.2,5.3,SW,61,SW,SW,24,26,94,65,1014.6,1018.5,,,10.3,12.4,Yes,0.6,No
11/2/12,Dartmoor,9.3,16.3,0.6,2.6,2.3,SSW,31,SSW,SSW,2,11,83,68,1021.6,1021,,,11.6,14.8,No,0,No
11/3/12,Dartmoor,6.6,21.2,0,1,7.2,ESE,28,E,NNW,19,2,78,52,1018.1,1014.9,,,12.8,19.9,No,0,No
11/4/12,Dartmoor,9.5,32.9,0,2.8,11.8,NW,46,E,N,2,20,84,24,1013,1007.2,,,15.6,31.2,No,0.8,No
11/5/12,Dartmoor,11.5,26.5,0.8,7.4,0.3,NNE,57,NNW,NE,20,9,57,70,1007,1005.1,,,23.8,23.6,No,4.4,Yes
11/6/12,Dartmoor,13.4,22.4,4.4,3,10.4,WNW,39,NW,NW,17,22,92,54,1008.8,1009.6,,,16.2,20.9,Yes,0,No
11/7/12,Dartmoor,6.3,20.9,0,4.4,10.2,SW,28,N,SW,7,11,100,60,1012.2,1009.9,,,12.6,18.9,No,0.6,No
11/8/12,Dartmoor,9.9,17.9,0.6,4.4,9,WSW,37,NNW,SW,9,19,99,63,1013.1,1013.7,,,14,16.3,No,4.4,Yes
11/9/12,Dartmoor,7.5,17.4,4.4,4.2,11.6,WSW,52,WSW,SSW,19,31,83,54,1020.3,1022.8,,,12.2,16.1,Yes,0.2,No
11/10/12,Dartmoor,0.9,21.5,0.2,6,12.9,SE,26,,E,0,6,91,42,1027.2,1024.3,,,10.3,20,No,0,No
11/11/12,Dartmoor,5.9,29.6,0,5.4,12.9,NNW,48,NNE,N,17,24,55,20,1021.7,1016.9,,,17.3,28.5,No,0,No
11/12/12,Dartmoor,14.9,19,0,12.2,12.6,WSW,46,WSW,SW,28,26,72,57,1017.3,1021.3,,,16.1,17.9,No,0,No
11/13/12,Dartmoor,2.7,20.5,0,5,9.8,S,37,,SSW,0,22,99,47,1025.5,1023.1,,,9.5,18.1,No,0,No
11/14/12,Dartmoor,1.4,21.9,0,5.2,10.3,S,28,SE,SSW,6,13,82,44,1020.6,1017.5,,,11.7,20.6,No,0,No
11/15/12,Dartmoor,4.3,18.7,0,5.4,0.9,S,31,,SSE,0,2,100,76,1017.3,1016,,,9.9,17,No,0,No
11/16/12,Dartmoor,6.6,18.2,0,3.4,8,SW,35,S,SSW,20,20,68,52,1018.4,1018.4,,,13.2,16.5,No,0,No
11/17/12,Dartmoor,8.6,18.4,0,4,4.3,SW,30,,WSW,0,15,80,52,1019,1016.4,,,12.4,17.1,No,1,No
11/18/12,Dartmoor,6.1,19.2,1,3.8,11.4,WSW,35,SW,SSW,13,17,88,48,1016.2,1017.2,,,13.3,17.7,No,0,No
11/19/12,Dartmoor,2,27,0,3.8,13.2,ESE,31,E,NE,17,9,73,27,1021,1018.9,,,14.1,24.4,No,0,No
11/20/12,Dartmoor,10.4,33.6,0,7.2,8,NNW,69,NNE,N,22,30,51,15,1014.1,1009.3,,,19.9,32.4,No,0,No
11/21/12,Dartmoor,12,18.8,0,10.4,12.4,SW,46,SW,WSW,26,26,63,42,1015.6,1018,,,14.6,17.7,No,0,No
11/22/12,Dartmoor,5.3,19.7,0,6,11.8,SW,37,WNW,SSW,6,19,70,54,1020.8,1020.1,,,13.8,18.8,No,0,No
11/23/12,Dartmoor,11.6,28.2,0,4.6,10.7,ESE,26,ESE,SE,13,6,80,38,1019.5,1015.3,,,14.3,27,No,0,No
11/24/12,Dartmoor,13.6,33.2,0,5.8,7.3,SW,37,N,WNW,17,20,46,25,1010.9,1009.3,,,21.9,30.6,No,0,No
11/25/12,Dartmoor,13.4,23.5,0,7,6.4,SSW,33,SE,ESE,17,9,81,54,1017.5,1017.5,,,16.2,21.6,No,0,No
11/26/12,Dartmoor,11.7,24.6,0,6,7.5,ESE,43,SE,ESE,19,17,80,49,1018,1014.6,,,14.8,22.7,No,2,Yes
11/27/12,Dartmoor,13.3,23.5,2,4.8,12.4,SE,44,ESE,SE,22,28,90,51,1015.8,1015.5,,,16.1,23.1,Yes,0,No
11/28/12,Dartmoor,13.4,32.4,0,5.6,12.8,SE,31,ESE,S,13,17,72,40,1013.4,1010.2,,,19.7,30.6,No,0,No
11/29/12,Dartmoor,16.8,40,0,6.2,8.6,NW,48,NNE,NNW,15,24,47,22,1005.1,1003.9,,,28.6,38.1,No,10.6,Yes
11/30/12,Dartmoor,15.4,26.2,10.6,10.2,4.4,N,28,NNE,NNW,4,7,96,43,1010.6,1009.3,,,15.6,25.7,Yes,0,No
1/1/16,Dartmoor,16.4,25,0,12.8,3.6,S,41,SE,SSE,19,24,75,61,1015.4,1015.6,,,19.2,21.6,No,0,No
1/2/16,Dartmoor,14.1,20,0,5.6,2,SE,50,SE,SE,24,31,68,66,1018.7,1016.8,,,15.9,18.6,No,0,No
1/3/16,Dartmoor,15.5,28.6,0,3,10.3,SE,54,ESE,SE,28,31,68,43,1016.9,1014.8,,,19.6,27.5,No,0,No
